,User Status (Active or Inactive),User Status (Redeemers or Non-Redeemers),Credit Card User Indicator,Count of Months of Earn for a User,Count of Earn Activities for a User,Credit Card Points Earned by a User,Total Miles Earned by a User,User Account Age in Months
102,1,1,1,4.3694478524670215,7.305188215393037,12.124383414457492,13.901546042258824,5.730099782973574
103,1,0,0,2.8903717578961645,6.3473892096560105,11.384948904219216,12.7083286548153,5.720311776607412
104,1,0,1,2.6390573296152584,5.497168225293202,10.522237370742724,11.794564313874725,5.71042701737487
105,1,1,1,4.852030263919617,7.9208096792886,12.376846783024458,14.133079534166216,5.730099782973574
106,1,0,0,2.4849066497880004,5.996452088619021,9.688010140981676,12.625032949143566,5.71042701737487
107,1,1,0,4.31748811353631,7.415175109613295,12.144891010649536,13.856369351807428,5.730099782973574
108,1,1,1,4.23410650459726,7.249215057114389,11.626399855240562,13.54227562125938,5.723585101952381
109,1,0,1,2.6390573296152584,5.998936561946683,10.174104212305592,12.203739926856349,5.717027701406222
110,1,0,0,2.833213344056216,6.169610732491456,11.426140552777229,12.426624842183225,5.638354669333745
111,1,1,1,4.736198448394496,7.8119734296220225,11.882169035800793,14.49459126797914,5.730099782973574
112,1,1,0,4.663439094112067,7.747164966520335,12.054116943120215,14.235462227311064,5.730099782973574
113,1,1,0,4.382026634673881,7.342131730584722,12.038787225426868,13.76736493603286,5.730099782973574
114,1,1,1,4.30406509320417,7.149131598557407,11.954540365128969,13.436527192705332,5.730099782973574
115,1,0,0,3.044522437723423,6.3080984415095305,11.41981332931694,11.661698855916235,5.71042701737487
116,1,1,1,4.406719247264253,7.556427969440253,11.667825754152048,13.83740902666539,5.730099782973574
117,1,1,1,4.406719247264253,7.300472814267799,12.0005625131597,13.62665490035272,5.730099782973574
118,1,0,1,2.772588722239781,5.814130531825066,11.874871969714452,12.269305627322,5.655991810819852
119,1,1,1,3.7612001156935615,6.965080345601407,11.733222275143795,13.358573192087148,5.720311776607412
120,1,0,0,1.791759469228055,4.553876891600541,11.128973258659403,10.964830556109424,4.6443908991413725
121,1,0,1,2.3978952727983707,5.976350909297934,10.847788105388007,11.978933622940476,5.749392985908253
122,1,0,0,2.833213344056216,5.8944028342648505,10.30624323086249,11.533443522559624,5.713732805509369
123,1,1,1,4.663439094112067,7.681560362559537,12.51184128696432,13.869311954432584,5.720311776607412
124,1,1,1,4.406719247264253,7.2305631534092925,11.428722521413418,13.616060339639036,5.730099782973574
125,1,1,1,4.3694478524670215,7.419979923661835,11.71885132377656,13.189887437382266,5.717027701406222
126,1,0,0,2.4849066497880004,6.111467339502679,11.458533341593547,10.864350039781693,5.68697535633982
127,1,1,1,4.663439094112067,7.88344635413774,11.838117050597996,14.145232922510353,5.730099782973574
128,1,0,0,3.091042453358316,6.577861357721047,11.102326072739944,12.561839677441483,5.700443573390687
129,1,1,1,4.836281906951478,7.633369649679584,12.280448397589232,14.15862355300182,5.730099782973574
130,1,0,0,2.70805020110221,6.639875833826536,11.056117070456777,10.99954658441652,5.697093486505405
131,1,1,1,4.59511985013459,7.715123603632105,12.016034865369283,14.274520856371412,5.730099782973574
132,1,0,0,1.6094379124341005,4.890349128221754,11.346732002927835,11.34005906694703,4.543294782270004
133,1,0,0,2.6390573296152584,6.618738983517219,11.68176635332082,11.43445568626174,5.700443573390687
134,1,0,1,2.19722457733622,5.762051382780177,9.834434251975132,12.29321776357607,5.652489180268651
135,1,1,1,4.204692619390966,7.600902459542082,11.75128661573114,13.83810145129408,5.723585101952381
136,1,1,1,4.477336814478207,7.734996194022781,12.078869445920404,13.997283631035195,5.730099782973574
137,1,0,1,2.3978952727983707,5.720311776607412,10.31075592533734,12.22697760621007,5.676753802268282
138,1,0,1,2.833213344056216,6.386879319362645,11.497604910445586,12.442590362649828,5.700443573390687
139,1,0,1,2.833213344056216,6.368187186350492,10.609678072891455,12.38985979448574,5.71042701737487
140,1,1,1,4.68213122712422,7.425357887027151,12.141704704979295,14.244298234890238,5.730099782973574
141,1,0,0,2.4849066497880004,6.244166900663736,11.623796710210266,12.109302901079406,5.683579767338681
142,1,1,1,4.382026634673881,7.535830462798367,11.923746554732428,13.983985018031918,5.730099782973574
143,1,0,0,1.9459101490553128,5.501258210544727,11.659795699164016,11.364205014722836,5.6937321388027
144,1,1,1,4.6443908991413725,7.987524479848767,12.087283757192766,14.26655496664636,5.730099782973574
145,1,1,1,4.189654742026425,7.062191632286556,12.156479823507937,13.5243357262576,5.730099782973574
146,1,1,1,4.127134385045092,6.78105762593618,11.766153750755462,13.266290546210971,5.717027701406222
147,1,0,0,2.079441541679836,5.497168225293202,11.37038558172035,9.823903073193286,5.703782474656201
148,1,1,0,4.6443908991413725,7.701652362642226,12.348884961141923,13.71349776575527,5.71042701737487
149,1,0,1,2.4849066497880004,6.246106765481563,10.390454297084622,11.753295779870758,5.68697535633982
150,1,1,1,4.477336814478207,7.352441100243583,12.276944836692552,13.886094829169377,5.730099782973574
151,1,1,0,4.499809670330265,7.527255919373784,12.14209085638374,14.040620973731818,5.720311776607412
152,1,0,1,2.079441541679836,5.703782474656201,10.4701366351044,12.05736379870115,5.71042701737487
153,1,0,0,2.079441541679836,4.941642422609304,9.777889650405934,9.489561753510095,5.713732805509369
154,1,0,0,1.9459101490553128,5.298317366548036,8.164531308077308,10.506053354864834,4.672828834461906
155,1,0,0,2.4849066497880004,5.84354441703136,11.975331709593226,10.903806884005734,5.69035945432406
156,1,1,0,3.970291913552122,7.141245122350491,11.846368882542974,12.8493649703377,5.717027701406222
157,1,0,1,2.995732273553991,6.675823221634848,12.593695102109765,12.785477055061456,5.697093486505405
158,1,0,0,2.3978952727983707,6.274762021241939,10.928110002239691,10.629658399543256,5.717027701406222
159,1,0,1,2.833213344056216,5.541263545158426,11.814407838075166,11.838372865092362,5.6937321388027
160,1,1,0,4.6443908991413725,7.747164966520335,12.142027819983708,14.158174301870336,5.720311776607412
161,1,0,1,2.4849066497880004,6.118097198041348,12.161132379983272,12.171201658586693,5.700443573390687
162,1,1,1,4.804021044733257,8.08301991917133,12.479637463386773,14.415573230074862,5.730099782973574
163,1,1,1,4.23410650459726,7.544332108053688,11.194675958710071,13.56952433810754,5.730099782973574
164,1,1,0,4.290459441148391,7.528869256642251,11.788118653568686,13.7443120415442,5.717027701406222
165,1,0,1,2.70805020110221,6.253828811575473,11.229617717903574,12.006328187644195,5.713732805509369
166,1,0,1,1.0986122886681098,2.70805020110221,10.63877590457224,12.02761561183837,5.594711379601839
167,1,1,1,4.30406509320417,7.582738488914411,11.599373549003255,13.693698792864616,5.713732805509369
168,1,1,0,4.727387818712341,7.726653664847642,12.66067317113109,13.793173942831029,5.730099782973574
169,1,0,0,2.079441541679836,5.3981627015177525,11.95300979804114,10.775199241012317,5.53338948872752
170,1,0,1,2.70805020110221,6.453624998892692,11.43410691688228,12.546615158753887,5.631211781821365
171,1,1,0,3.9318256327243257,7.057897937411856,11.857406988912484,13.361641661034108,5.720311776607412
172,1,1,1,4.382026634673881,7.246368080102461,12.145630119005538,13.447436605774374,5.730099782973574
173,1,1,0,4.07753744390572,7.167809184316444,11.1649742877003,13.31888529676609,5.730099782973574
174,1,1,1,4.5217885770490405,7.480992162869525,12.375232664810714,13.59922096452594,5.723585101952381
175,1,0,1,2.6390573296152584,6.410174881966167,11.536030424729589,11.990928265368716,5.662960480135946
176,1,0,0,2.19722457733622,5.627621113690637,8.794248016721346,11.387067413956869,5.655991810819852
177,1,0,1,2.302585092994046,5.638354669333745,11.335879412249897,12.12325066257998,5.616771097666572
178,1,0,1,1.9459101490553128,5.652489180268651,11.279659910543504,12.099194311902547,5.749392985908253
179,1,1,1,4.77912349311153,7.945555428253489,12.263611625684232,14.775900085776044,5.720311776607412
180,1,0,1,2.19722457733622,5.707110264748875,11.298039710368895,11.796177740342625,5.6937321388027
181,1,0,1,2.3978952727983707,5.501258210544727,10.1200426003239,11.569995541575224,5.720311776607412
182,1,0,1,2.5649493574615367,6.61472560020376,12.739832405316466,12.35287064625508,5.713732805509369
183,1,0,0,2.079441541679836,5.41164605185504,11.005165053932084,11.406886941739428,5.613128106388071
184,1,0,0,1.9459101490553128,4.0943445622221,7.952622576396576,9.711297461543568,5.680172609017068
185,1,0,1,2.3978952727983707,6.255750041753367,11.38994400921074,11.932148826102663,4.6443908991413725
186,1,0,0,2.3978952727983707,6.035481432524756,11.699061273294832,10.462474571409135,5.707110264748875
187,1,1,1,4.5217885770490405,7.1693500166706,11.900407179405471,13.801301079806588,5.730099782973574
188,1,1,0,4.477336814478207,7.589841512182657,12.177867795101593,13.66714047160004,5.717027701406222
189,1,1,1,4.74493212836325,7.806289289267033,11.801181935267664,14.03410055758024,5.730099782973574
190,1,0,0,2.302585092994046,5.497168225293202,9.191534498761031,11.571071724063684,5.703782474656201
191,1,1,1,4.718498871295094,7.463363045520021,11.854173374881055,14.197908315361506,5.723585101952381
192,1,1,1,4.653960350157523,7.54274354536855,12.39964375685511,14.15648123285187,5.730099782973574
193,1,0,1,2.079441541679836,6.100318952020064,10.564169945663895,12.214244167517736,5.6240175061873385
194,1,0,0,2.3978952727983707,5.755742213586912,11.30939098320344,12.430443443469084,5.707110264748875
195,1,1,0,4.07753744390572,6.745236349484363,11.930636107129567,13.677566013121307,5.720311776607412
196,1,0,0,2.079441541679836,5.62040086571715,11.436350065862962,10.570470413075393,5.631211781821365
197,1,0,0,2.3978952727983707,5.214935757608986,11.96533624167125,11.301624018332609,5.652489180268651
198,1,1,1,4.5217885770490405,7.383368146992383,12.00681400191724,13.735862189195595,5.730099782973574
199,1,0,0,2.4849066497880004,5.579729825986222,11.943325224684116,11.542173539329214,5.703782474656201
200,1,0,0,2.70805020110221,6.70808408385307,11.13117011162294,11.998285577536654,5.645446897643238
201,1,0,0,2.19722457733622,6.345636360828596,9.53576832044116,10.7406917860895,5.62040086571715
202,1,0,1,1.791759469228055,4.356708826689592,11.62840112186293,11.60386245996233,5.575949103146316
203,1,1,1,4.02535169073515,6.831953565565855,11.726348582096623,13.837207468404095,5.720311776607412
204,1,1,1,4.465908118654584,7.554858521040676,11.412359078089308,14.083543341362963,5.713732805509369
205,1,1,1,4.51085950651685,7.737616282857904,11.94197490535695,13.865771069214874,5.720311776607412
206,1,0,0,2.5649493574615367,5.817111159963204,11.766652394295296,11.558615590887344,5.666426688112432
207,1,1,1,4.442651256490317,7.503840746698951,11.809070612130151,13.815495557851772,5.730099782973574
208,1,1,1,4.634728988229636,7.554858521040676,12.473847757893571,13.897577983742794,5.730099782973574
209,1,1,1,5.3471075307174685,8.19946419761216,13.164672069749404,14.490362903937084,5.75890177387728
210,1,1,1,5.351858133476067,8.38022733634308,13.2006336327382,14.654778550799024,5.739792912179234
211,1,0,0,2.19722457733622,5.703782474656201,11.160231820202023,10.40095434309913,5.680172609017068
212,1,0,0,2.3978952727983707,5.220355825078324,9.258029756030687,11.73991760097262,5.707110264748875
213,1,1,0,5.484796933490655,8.324093761450404,13.508495210636744,14.78485132026125,5.720311776607412
214,1,0,1,2.4849066497880004,6.324358962381311,11.831630661615815,12.01846514270698,5.707110264748875
215,1,1,0,5.424950017481403,8.269500767180615,13.53963176530742,14.53161567670482,5.75890177387728
216,1,1,1,4.804021044733257,7.295735072749282,13.021529400392817,13.76441303388615,5.739792912179234
217,1,0,1,1.791759469228055,5.857933154483459,6.725294143255264,11.880640245045546,5.602118820879701
218,1,0,1,2.995732273553991,6.492239835020471,11.624885723931676,12.270436151353458,5.717027701406222
219,1,0,0,1.6094379124341005,4.634728988229636,6.646440973351163,9.634823485920109,4.543294782270004
220,1,0,0,2.70805020110221,6.045005314036012,9.522084743877135,12.564991070981216,5.631211781821365
221,1,0,0,2.19722457733622,5.318119993844216,10.001285363375372,12.02146447642979,5.638354669333745
222,1,1,0,4.912654885736052,7.745435610274381,13.118999363492655,13.887101651148006,5.75890177387728
223,1,1,1,5.220355825078324,7.8160138391590275,13.549998270760728,14.276878254656804,5.75890177387728
224,1,0,1,2.079441541679836,5.886104031450156,7.911873884777394,10.969128890867538,5.68697535633982
225,1,0,0,2.3978952727983707,6.082218910376446,12.069563579687369,10.670280098263682,5.666426688112432
226,1,0,0,2.302585092994046,5.003946305945459,10.475989784713434,11.905190500864446,5.707110264748875
227,1,1,1,5.267858159063328,8.051659556841953,13.446760295928025,14.291104159163684,5.75890177387728
228,1,1,1,5.3981627015177525,8.119100837637486,13.50232552768361,14.526129710776232,5.75890177387728
229,1,1,0,5.181783550292085,7.917900586327916,13.251060690946094,14.274989622766288,5.75890177387728
230,1,0,1,2.4849066497880004,5.932245187448011,10.465609819564351,12.146280177377816,5.700443573390687
231,1,0,0,1.9459101490553128,5.41164605185504,10.78342413767997,10.787193107312596,5.6937321388027
232,1,1,1,5.560681631015528,8.38776764397578,13.715444500463535,14.4142767269094,5.739792912179234
233,1,0,1,2.6390573296152584,6.274762021241939,11.177894674726296,10.558517410982946,5.717027701406222
234,1,1,1,5.043425116919247,8.271804031154709,13.073604644323956,13.997896279366303,5.75890177387728
235,1,1,0,5.488937726156687,8.154212694914229,13.618817005251458,14.519746529995992,5.75890177387728
236,1,1,1,5.318119993844216,8.429017500512511,13.534577688186456,14.436499863694111,5.75890177387728
237,1,0,0,2.4849066497880004,5.932245187448011,11.989842068277218,10.404626410712575,5.717027701406222
238,1,1,0,5.153291594497779,7.928766321626695,13.440644583684245,14.2267091979202,5.75890177387728
239,1,0,1,1.9459101490553128,4.890349128221754,7.796389240060439,12.210851209983147,5.713732805509369
240,1,1,0,5.493061443340548,8.567125560164447,13.660006558821069,14.653281754881466,5.739792912179234
241,1,0,0,2.19722457733622,4.700480365792417,10.670675112904071,10.687617380807945,5.645446897643238
242,1,1,1,4.927253685157205,8.012018239159062,13.005545237597184,13.88276071180056,5.739792912179234
243,1,0,0,2.4849066497880004,5.14166355650266,11.686658893342733,11.566940053276468,5.71042701737487
244,1,1,1,5.1647859739235145,8.188966863648876,13.51272399369233,14.006788552523318,5.75890177387728
245,1,1,1,5.111987788356544,8.093156697722637,13.40415260378006,14.13634254968686,5.739792912179234
246,1,1,1,5.442417710521793,8.228977643358313,13.65260023779296,14.372421548373516,5.75890177387728
247,1,0,1,2.079441541679836,5.389071729816501,10.536476261710112,12.371515047514876,5.60947179518496
248,1,0,1,2.19722457733622,5.5909869805108565,11.769134723655728,10.174887792413626,5.6937321388027
249,1,1,1,5.4638318050256105,8.569595870209286,13.581417327240027,14.543552280355282,5.739792912179234
250,1,1,1,5.220355825078324,8.260751354700513,13.427390421218938,14.277075556911576,5.75890177387728
251,1,1,1,5.3230099791384085,7.846589975291186,13.6007279262583,14.282162953092524,5.75890177387728
252,1,1,0,5.056245805348308,7.955775781534187,13.304746498586422,13.932083083471014,5.75890177387728
253,1,0,1,2.6390573296152584,6.016157159698354,11.380109730486508,12.116454236820957,5.713732805509369
254,1,0,0,2.4849066497880004,5.598421958998375,11.23875509327152,11.073365683091236,5.631211781821365
255,1,0,1,2.9444389791664403,6.148468295917647,10.913697864852113,12.844539222294795,5.707110264748875
256,1,1,1,5.438079308923196,8.37770121259764,13.77458938318475,14.46849229925772,5.739792912179234
257,1,1,1,5.313205979041787,8.402231172946555,13.402440604786394,14.329266085367651,5.75890177387728
258,1,0,1,2.4849066497880004,5.58724865840025,11.052600533989212,12.4023012166234,5.69035945432406
259,1,1,1,5.262690188904886,8.143226750367445,13.242679986356372,14.227170438785569,5.75890177387728
260,1,0,1,2.4849066497880004,4.59511985013459,12.12637294472134,11.927819315782894,5.631211781821365
261,1,1,0,5.6937321388027,8.600982717145921,13.858820144286208,14.660707784993884,5.75890177387728
262,1,0,0,2.19722457733622,5.117993812416755,11.219701139930716,11.360752827526598,5.627621113690637
263,1,1,1,5.1647859739235145,7.785720896534624,13.252598891784489,14.243612834350396,5.739792912179234
264,1,1,1,5.056245805348308,7.670428522190693,13.25793867094248,14.0766794929254,5.75890177387728
265,1,0,1,2.70805020110221,6.523562306149512,10.421628143090803,12.36053898981588,5.752572638825633
266,1,0,1,2.3978952727983707,5.552959584921617,8.584427042264705,12.203479285677574,5.6240175061873385
267,1,1,1,5.605802066295998,8.6347984334905,13.884909284676803,14.54959284664689,5.75890177387728
268,1,0,0,2.5649493574615367,5.564520407322694,12.299354383919532,11.7132015371243,5.645446897643238
269,1,1,1,5.3612921657094255,8.383890344101816,13.461685286284297,14.349593423204803,5.75890177387728
270,1,1,0,5.337538079701318,8.392763113038061,13.537615656502886,14.347925447331408,5.75890177387728
271,1,0,1,2.3978952727983707,6.555356891810665,10.784480179467188,11.608035624771889,5.69035945432406
272,1,1,0,5.062595033026967,8.105911197986508,13.081918580945771,13.907040875809866,5.75890177387728
273,1,1,1,4.990432586778736,7.872836175025724,13.249154249729314,13.949627029396806,5.75890177387728
274,1,1,0,5.298317366548036,8.054840221101024,13.424900843629,14.433189302898056,5.75890177387728
275,1,0,1,2.19722457733622,5.638354669333745,11.587317596795032,12.120803386535028,5.697093486505405
276,1,1,1,5.783825182329737,8.71833650245078,13.93672700668886,14.87908858471709,5.75890177387728
277,1,1,1,5.081404364984463,8.092239406724211,13.16296644318822,14.29701467733136,5.75890177387728
278,1,0,0,0.6931471805599453,2.8903717578961645,8.63692353009928,9.208939391060555,5.616771097666572
279,1,1,0,5.10594547390058,7.665753431861699,13.46906569629768,14.088443393209118,5.720311776607412
280,1,1,1,5.420534999272286,8.394121193826242,13.626131877338064,14.317736913780442,5.75890177387728
281,1,1,1,5.673323267171493,8.38958706681109,13.805386505508084,14.702117863831663,5.75890177387728
282,1,1,1,5.318119993844216,8.102283624480073,13.366937696820504,14.346453465399287,5.75890177387728
283,1,1,1,5.707110264748875,8.60392119492606,13.857876162306782,14.685996485045942,5.75890177387728
284,1,0,1,2.4849066497880004,6.0867747269123065,10.594644588032423,12.000640074759117,5.720311776607412
